1971-06-01,23.086,0.265,Tonga
1915-03-01,26.043000000000003,0.388,French Guiana
2006-02-01,20.153,1.21,Qatar
1993-08-01,29.325,0.965,Chad
1796-04-01,16.477,1.737,Nepal
1887-08-01,26.315,0.635,Trinidad And Tobago
1927-01-01,25.569000000000006,0.278,Curacao
1952-03-01,2.734,0.096,Germany
1816-05-01,9.934,2.4090000000000003,Ireland
1964-04-01,27.004,0.26,El Salvador
1937-07-01,28.36,0.279,Virgin Islands
1964-02-01,19.875999999999998,0.755,Western Sahara
1895-09-01,26.62,0.56,Western Sahara
1843-08-01,,,Colombia
1814-07-01,20.18,3.468,Macedonia
1909-10-01,26.006999999999998,1.084,Togo
1816-07-01,19.135,1.423,Nepal
1888-12-01,14.533,1.418,Malta
1934-02-01,26.866,0.8320000000000001,Sierra Leone
1944-06-01,27.394000000000002,0.239,Barbados
1975-03-01,14.125,0.52,Cyprus
1764-12-01,7.086,3.716,Albania
1873-08-01,22.268,0.8170000000000001,Azerbaijan
1786-06-01,18.639000000000006,2.115,Serbia
1992-05-01,,0.598,Antarctica
2011-05-01,12.98,0.337,Tajikistan
1908-06-01,18.603,1.045,Portugal
1792-02-01,-3.14,3.682,Moldova
1898-09-01,15.370999999999999,0.335,Luxembourg
1935-11-01,24.857,0.469,Guinea
1970-12-01,5.172000000000001,0.344,Albania
2001-10-01,15.494000000000002,0.594,Afghanistan
1960-03-01,13.089,0.217,Lebanon
1961-07-01,29.796999999999997,0.28,Iran
2007-07-01,19.099,0.76,Angola
1955-09-01,30.73,0.8690000000000001,Djibouti
1829-10-01,,,Seychelles
2000-07-01,16.762999999999998,0.328,Latvia
2009-02-01,21.725,0.314,Guatemala
1758-08-01,15.812000000000001,6.99,Guernsey
1868-12-01,1.0290000000000001,1.459,Austria
1898-11-01,24.844,0.635,Paraguay
1972-05-01,14.416,0.278,Portugal
2010-10-01,26.764,0.375,Samoa
2004-07-01,23.177,0.209,Albania
1891-10-01,27.116,0.861,Saudi Arabia
1923-07-01,20.022000000000002,0.334,Monaco
1901-11-01,0.3939999999999997,0.512,Aland
1937-08-01,18.538,0.469,Slovenia
1832-07-01,,,Saint Vincent And The Grenadines
1932-09-01,12.890999999999998,0.297,Isle Of Man
1765-06-01,18.96,2.869,Spain
2006-06-01,25.180999999999997,0.5710000000000001,Cameroon
1963-04-01,9.544,0.19,France (Europe)
1988-01-01,26.469,0.424,Guam
1916-09-01,25.878,0.281,India
1832-01-01,-22.384,2.603,Canada
2012-08-01,19.325,0.459,Slovakia
1813-12-01,-15.323,4.457,Svalbard And Jan Mayen
1911-01-01,23.044,1.393,Chad
1977-01-01,26.349,0.192,Burkina Faso
1983-08-01,18.601,0.134,Germany
1811-07-01,13.871,3.141,Isle Of Man
1945-02-01,-3.4800000000000004,0.343,Estonia
1999-10-01,26.07,0.165,Thailand
1892-08-01,16.873,0.44,Bhutan
1756-08-01,13.679,8.957,Isle Of Man
1912-04-01,5.604,0.505,Georgia
1850-04-01,25.522,1.426,Christmas Island
1893-12-01,-1.3969999999999998,0.8170000000000001,Lithuania
2002-10-01,10.329,0.263,Monaco
1865-12-01,12.417000000000002,1.078,Israel
1989-04-01,25.829,0.32299999999999995,Sint Maarten
1864-12-01,23.704,1.426,Colombia
1846-03-01,,,Baker Island
1841-03-01,,,Colombia
1960-03-01,8.605,0.131,Italy
1899-01-01,-4.513,0.975,Armenia
1787-06-01,15.854000000000001,5.0,Netherlands
1911-02-01,1.3179999999999998,0.475,Monaco
1946-09-01,13.024000000000001,0.182,United Kingdom (Europe)
1948-06-01,27.57,0.778,Vietnam
1783-08-01,7.326,2.518,Iceland
1878-04-01,13.907,1.28,Lesotho
1972-05-01,12.15,0.268,Georgia
1946-12-01,24.486,0.452,Dominican Republic
2005-02-01,27.159000000000002,0.434,Suriname
1804-01-01,9.371,4.999,France
1882-11-01,24.303,1.186,Costa Rica
1969-03-01,4.4719999999999995,0.201,Monaco
1973-05-01,27.37,0.245,Martinique
1971-02-01,24.971,0.313,Cayman Islands
1862-06-01,,,Indonesia
1803-06-01,18.159000000000002,1.6130000000000002,Bosnia And Herzegovina
1971-05-01,16.014,0.2,Turkey
1898-08-01,23.306,0.617,Guinea
1987-06-01,29.373,0.119,Bangladesh
1940-01-01,23.438000000000002,0.912,Eritrea
1824-09-01,27.781999999999996,1.533,"Bonaire, Saint Eustatius And Saba"
1856-11-01,11.293,1.777,Iran
1922-02-01,14.204999999999998,1.392,Kuwait
1983-10-01,26.653,0.318,French Guiana
1849-04-01,26.731,1.571,United Arab Emirates
1817-02-01,-16.423000000000002,5.319,Svalbard And Jan Mayen
1939-04-01,-18.076,2.407,Denmark
2007-06-01,17.171,0.151,Monaco
1755-12-01,5.0779999999999985,6.917000000000002,Ireland
1969-11-01,7.346,0.294,Hungary
1981-08-01,27.947,0.196,Taiwan
1758-11-01,3.3590000000000004,7.266,Moldova
1874-08-01,18.993,0.34,Hungary
1919-09-01,12.125,0.203,United Kingdom (Europe)
1952-05-01,26.840999999999998,0.27,Honduras
2006-01-01,5.505,0.6509999999999999,Bhutan
1897-02-01,12.46,0.725,Tunisia
1963-03-01,25.125999999999998,0.204,Saint Kitts And Nevis
1952-04-01,23.901999999999997,1.345,Ethiopia
1975-11-01,23.458000000000002,0.438,Reunion
1997-02-01,26.131999999999998,0.233,Saint Lucia
1964-02-01,25.825,0.305,Guadeloupe
1971-09-01,20.831999999999997,0.344,Azerbaijan
1867-05-01,,,Angola
1865-03-01,4.776,0.74,Ireland
1878-10-01,13.583,0.5589999999999999,Bhutan
1995-01-01,4.223999999999998,1.28,South Georgia And The South Sandwich Isla
1974-07-01,27.87,0.799,Somalia
1916-11-01,24.969,1.16,Liberia
1943-04-01,8.9,0.345,Czech Republic
1868-02-01,5.421,1.495,Netherlands
1782-06-01,12.664,2.052,Finland
1992-07-01,18.673,0.244,Peru
1932-11-01,13.508,0.284,Syria
1959-11-01,25.684,0.16399999999999998,Paraguay
1868-11-01,-4.654,1.181,North America
1998-10-01,24.587,0.552,Kenya
1996-07-01,17.747999999999994,0.295,Malawi
1877-01-01,26.775,1.444,Aruba
1874-09-01,26.468000000000004,0.961,Western Sahara
1959-03-01,18.592,0.444,Macau
1904-06-01,10.813,0.725,Russia
1868-03-01,13.034,1.019,New Zealand
1872-07-01,,,Solomon Islands
1881-03-01,25.733,1.283,Equatorial Guinea
1902-10-01,15.092,0.605,San Marino
1931-10-01,23.730999999999998,0.516,Angola
1894-05-01,24.476999999999997,0.648,Fiji
2006-06-01,18.491,0.305,Montenegro
1846-09-01,24.658,1.209,Venezuela
2006-07-01,26.941,0.29,Laos
1985-02-01,26.27,0.536,Liberia
1941-08-01,21.451,0.185,Tanzania
1992-05-01,30.933000000000003,0.205,Burkina Faso
1928-01-01,27.255,0.583,Timor Leste
1905-11-01,2.467,0.758,South Georgia And The South Sandwich Isla
1974-11-01,19.037,0.589,Rwanda
1998-11-01,25.221999999999998,0.38,Cameroon
1892-06-01,21.084,0.532,Moldova
1859-11-01,26.305,1.261,Suriname
1877-11-01,25.985,1.3219999999999998,Australia
1788-01-01,-6.13,2.258,Latvia
1999-04-01,17.209,0.224,Cyprus
1754-02-01,-7.715,3.863,Ukraine
1894-05-01,26.601999999999997,0.545,Anguilla
1908-07-01,14.693,0.239,United Kingdom (Europe)
1983-07-01,28.728,0.21,Bangladesh
1967-12-01,25.849,0.202,Guyana
1836-04-01,9.271,1.134,Slovenia
1958-03-01,-0.4049999999999998,0.213,Switzerland
1830-09-01,23.765,2.643,Cyprus
1984-07-01,25.726999999999997,0.304,French Guiana
1875-07-01,21.090999999999998,0.6779999999999999,Nepal
1867-05-01,26.445999999999998,1.307,Vietnam
2007-11-01,27.498,0.491,Samoa
1959-05-01,26.995,0.201,Sierra Leone
1904-06-01,24.393,1.03,Liberia
1957-11-01,26.517,0.7340000000000001,Niger
2005-02-01,23.956999999999997,0.428,Belize
1870-10-01,10.312999999999999,0.846,Croatia
1884-10-01,20.583,0.483,Mexico
1981-04-01,18.185,0.298,Gaza Strip
2009-04-01,26.107,0.43,Haiti
1927-07-01,34.176,0.597,Algeria
1902-01-01,23.968000000000004,2.283,Central African Republic
1943-09-01,29.27,0.403,Yemen
1818-04-01,10.525,7.138,Slovenia
1856-06-01,26.820999999999998,1.069,Seychelles
1959-09-01,27.734,0.638,Palau
1872-10-01,20.394,0.8959999999999999,Mexico
1915-05-01,5.405,0.794,Aland
1846-01-01,-9.657,2.15,North Korea
1825-06-01,,,Reunion
1814-09-01,16.334,1.802,San Marino
1997-03-01,26.168000000000003,0.425,Turks And Caicas Islands
1931-05-01,30.65,0.574,Qatar
1826-06-01,,,Pakistan
1950-01-01,23.669,0.121,Montserrat
1886-04-01,28.468000000000004,0.862,Gambia
1857-01-01,9.938,2.056,Jordan
1916-04-01,20.865,0.481,Zimbabwe
1984-12-01,12.414000000000001,0.301,Algeria
1852-07-01,22.511,1.615,Albania
1849-07-01,15.401,0.871,Austria
1763-06-01,16.907,5.5120000000000005,Andorra
1831-07-01,18.448,1.929,Estonia
1908-02-01,-1.8319999999999999,1.585,Georgia
1967-11-01,26.303,0.159,Comoros
1981-02-01,-1.4459999999999995,0.593,Saint Pierre And Miquelon
1841-04-01,-11.942,3.828,Svalbard And Jan Mayen
1888-01-01,,,Reunion
1919-11-01,17.108,0.54,Jordan
1990-03-01,-3.273,0.268,Norway
1800-08-01,19.974,2.694,France
1998-06-01,21.459,0.362,Tanzania
1993-02-01,24.86,0.308,Martinique
1924-01-01,14.085999999999999,1.078,Kuwait
2009-07-01,22.221999999999998,0.486,Bosnia And Herzegovina
1938-12-01,22.544,0.299,Bahamas
1772-07-01,17.721,3.418,Belgium
1901-01-01,-6.996,0.485,Austria
1973-08-01,24.963,0.249,Venezuela
1981-09-01,17.525000000000002,0.183,France
1892-04-01,25.057,0.528,Malaysia
1827-09-01,15.043,2.126,Bosnia And Herzegovina
1900-11-01,3.222,0.416,Austria
1843-02-01,,,Aruba
1982-10-01,27.747,0.241,Saint Martin
1906-03-01,28.522,1.4480000000000002,Gambia
1875-10-01,-1.0869999999999995,0.929,Norway
2000-06-01,18.432000000000002,0.28800000000000003,Mongolia
1846-06-01,18.113,1.825,Germany
1799-04-01,6.377000000000002,4.772,Guernsey
1922-03-01,24.86,0.8079999999999999,French Guiana
1980-06-01,28.48,0.382,Anguilla
2010-08-01,29.313000000000002,0.546,Haiti
1901-11-01,22.47,0.973,Yemen
1832-10-01,,,Guyana
1932-02-01,20.679000000000002,1.087,Oman
1954-01-01,-8.963,0.5329999999999999,Romania
1915-02-01,24.724,0.7979999999999999,Saint Martin
1863-07-01,14.562999999999999,1.6269999999999998,Botswana
1892-11-01,23.153,1.095,Oman
1855-01-01,25.951999999999998,2.084,Singapore
1848-10-01,27.409000000000002,1.6769999999999998,Bahrain
1933-06-01,16.494,0.416,Hungary
1883-10-01,23.725,0.637,Laos
1898-06-01,25.465999999999998,0.733,Costa Rica
1954-07-01,14.824000000000002,0.226,Netherlands
1866-06-01,25.178,0.716,French Guiana
2008-02-01,16.035,0.205,New Zealand
1972-12-01,-5.996,0.197,China
1964-08-01,23.863000000000003,0.325,Papua New Guinea
1845-07-01,29.070999999999998,1.04,Aruba
1831-02-01,-5.272,5.808,Estonia
1881-09-01,15.352,0.7509999999999999,Montenegro
1939-03-01,24.682,0.293,Sint Maarten
1979-12-01,26.421999999999997,0.269,Singapore
1956-08-01,31.131,2.196,Djibouti
1953-01-01,23.176,0.331,Swaziland
1835-10-01,-21.226999999999997,3.12,Denmark
1953-07-01,30.528000000000002,0.52,Yemen
1936-10-01,10.201,0.467,Bulgaria
1904-09-01,23.594,0.672,Palestina
1930-10-01,23.721999999999998,0.439,Guatemala
1932-09-01,24.764000000000006,0.236,Colombia
1953-09-01,28.498,0.268,Sint Maarten
1887-02-01,25.419,1.234,Gambia
1918-10-01,14.662,0.34600000000000003,Argentina
1962-11-01,24.633000000000003,0.18600000000000005,Zimbabwe
1973-10-01,27.96,0.383,Anguilla
1959-12-01,24.94,0.35,Dominican Republic
1782-04-01,6.896000000000001,4.704,Jersey
1935-05-01,31.06,1.014,Senegal
1804-01-01,6.24,5.377999999999999,France (Europe)
1952-01-01,27.054,0.575,French Polynesia
1873-07-01,15.089,1.179,Namibia
1933-09-01,27.416,0.479,Gambia
1777-07-01,18.801,2.156,Bosnia And Herzegovina
1858-10-01,26.666,0.8370000000000001,Sint Maarten
1901-11-01,23.593000000000004,0.8690000000000001,United Arab Emirates
1895-07-01,30.784000000000002,1.167,Niger
1800-11-01,6.097,3.15,Belgium
1882-11-01,25.557,0.8059999999999999,Guyana
1914-11-01,26.47,0.912,Gambia
1926-07-01,12.969000000000001,0.34,Liechtenstein
1921-03-01,-0.5260000000000002,0.353,Sweden
1941-09-01,26.839000000000002,0.424,Guyana
1938-10-01,24.564,0.556,Libya
1869-12-01,,,Tanzania
1765-11-01,4.607,4.086,Netherlands (Europe)
1860-05-01,27.014,0.86,Togo
1922-11-01,22.168000000000003,0.391,Burma
2005-02-01,24.933000000000003,0.154,Antigua And Barbuda
1892-12-01,-9.841000000000001,1.214,North America
1907-10-01,25.476999999999997,0.612,Comoros
1784-05-01,11.664000000000001,2.369,Liechtenstein
1907-12-01,24.662,0.6729999999999999,Liberia
1846-04-01,24.767,1.0759999999999998,Saint Martin
1991-11-01,23.406999999999996,0.309,Honduras
1950-04-01,26.101999999999997,0.392,Grenada
1929-10-01,25.763,0.32299999999999995,Panama
1934-08-01,15.582,0.209,Australia
1859-07-01,25.994,0.835,Panama
1970-12-01,-2.109,0.14400000000000002,United States
1929-10-01,9.582999999999998,0.35,Czech Republic
1967-05-01,15.799,0.311,Hungary
1987-03-01,22.67,0.4270000000000001,Swaziland
1920-02-01,15.262,0.6729999999999999,New Zealand
1971-11-01,25.507,0.238,Malaysia
1963-07-01,36.336999999999996,0.506,Kuwait
1770-06-01,13.934,4.472,Austria
1818-09-01,17.031,2.734,Azerbaijan
1767-12-01,1.6070000000000002,5.85,France (Europe)
1768-08-01,17.394000000000002,1.5630000000000002,Belgium
1799-11-01,2.8280000000000003,2.665,Czech Republic
1761-11-01,8.141,2.355,Isle Of Man
1828-09-01,26.125,1.537,Grenada
1947-01-01,25.269000000000002,0.257,Guyana
1899-08-01,24.62,0.45,Liberia
2013-06-01,26.055999999999997,0.6409999999999999,Mayotte
1844-02-01,-3.443,1.241,Austria
1862-10-01,,,Tanzania
1834-04-01,15.91,2.529,Syria
1960-09-01,28.924,0.324,Chad
1970-05-01,16.333,0.251,Greece
1960-06-01,22.255,0.472,Nepal
2007-11-01,27.673000000000002,0.416,American Samoa
2004-10-01,24.831999999999997,0.3670000000000001,Fiji
2006-09-01,24.648000000000003,0.403,Guinea
1852-05-01,19.113000000000003,1.385,Morocco
1864-02-01,,,Gabon
1842-02-01,-5.206,1.301,Ukraine
1862-11-01,5.5680000000000005,0.8390000000000001,France (Europe)
1899-12-01,7.693,0.866,Falkland Islands (Islas Malvinas)
1917-04-01,26.781999999999996,1.104,Qatar
1811-06-01,17.267000000000003,4.0710000000000015,France (Europe)
1959-11-01,26.419,0.461,Guyana
1896-03-01,12.937,0.436,Gaza Strip
1862-03-01,28.788,1.46,Nigeria
1905-11-01,16.816,0.458,Jordan
1837-12-01,,,Puerto Rico
1889-01-01,2.715,0.902,Andorra
1892-04-01,25.516,0.61,Sao Tome And Principe
1915-09-01,27.099,0.7090000000000001,Palau
1861-01-01,23.29,1.38,Virgin Islands
1969-11-01,24.661,0.195,Zimbabwe
1958-01-01,12.392,0.418,Algeria
1916-06-01,18.898,1.248,Rwanda
1987-06-01,18.719,0.24,Italy
1963-09-01,6.17,0.277,Russia
1936-04-01,26.855,0.237,Solomon Islands
1793-07-01,19.395,7.0760000000000005,Germany
1968-12-01,26.121,0.927,Guam
1889-09-01,22.486,0.873,Zambia
1783-02-01,1.016,5.1789999999999985,Switzerland
1921-10-01,10.615,0.478,Azerbaijan
1975-11-01,27.103,0.41,Guam
1943-11-01,26.513,0.21,Barbados
1946-06-01,26.818,1.044,Palau
1913-10-01,25.305,0.597,Timor Leste
2009-08-01,21.054000000000002,0.954,Angola
1940-10-01,10.743,0.265,North Korea
1817-11-01,3.244,2.7110000000000003,Slovakia
1821-11-01,16.051,2.64,Gaza Strip
1936-01-01,25.19,0.494,Anguilla
1822-03-01,8.676,1.238,Croatia
1891-04-01,0.0020000000000000018,0.626,Iceland
1864-05-01,6.654,1.55,Chile
1948-02-01,25.215,0.32299999999999995,Tonga
1841-08-01,29.798000000000002,2.022,Egypt
2005-08-01,23.588,0.443,Cameroon
1950-04-01,11.234000000000002,0.263,Montenegro
1886-11-01,,,Reunion
1978-09-01,24.663,0.14300000000000002,Guinea
1935-07-01,18.736,0.252,Luxembourg
1917-09-01,15.87,0.431,Moldova
1950-10-01,25.934,0.46,Timor Leste
1963-05-01,14.768,0.274,Poland
1861-05-01,26.825,1.238,Belize
2002-07-01,28.995,0.182,Haiti
1922-02-01,-7.075,0.5379999999999999,Tajikistan
1788-02-01,4.843999999999999,6.183,Albania
1915-06-01,23.219,0.852,Kenya
1945-07-01,13.692,0.24,Australia
1900-07-01,24.167,0.81,Timor Leste
1988-09-01,27.005,0.257,Guyana
1997-07-01,27.173,0.394,Guinea Bissau
1944-06-01,27.64,0.28600000000000003,Bahamas
1887-02-01,-4.842,0.923,Slovakia
1910-08-01,13.003,0.625,Russia
1926-10-01,4.378,0.344,North America
2008-08-01,-2.858,0.54,Greenland
1756-06-01,14.686,2.983,Ireland
1982-11-01,22.445999999999998,0.303,Guatemala
1789-05-01,17.409000000000002,3.79,Ukraine
1970-11-01,23.231,0.303,Niger
1866-12-01,,,Niger
1995-08-01,21.198,0.142,South America
1948-04-01,28.37,0.882,Cambodia
1920-09-01,24.985,0.6779999999999999,Costa Rica
2002-07-01,27.006,0.424,Panama
1990-06-01,22.331999999999997,0.406,Ecuador
1866-12-01,24.158,1.597,Namibia
2001-04-01,28.123,0.439,Central African Republic
1891-01-01,25.149,0.974,Seychelles
1890-12-01,24.283,1.043,Haiti
1814-01-01,10.655,3.187,Algeria
2004-04-01,27.338,0.349,Saint Vincent And The Grenadines
1905-02-01,12.959000000000001,0.867,Kuwait
1805-02-01,,,Mayotte
1902-07-01,30.941,0.619,Yemen
1928-01-01,-21.663,0.696,Canada
1941-12-01,25.063000000000002,0.59,Venezuela
1888-10-01,23.142,1.229,Angola
1838-01-01,-18.824,2.945,Kazakhstan
1876-02-01,25.954,1.806,Cayman Islands
1788-09-01,17.605,2.063,Macedonia
1859-06-01,19.544,1.0659999999999998,Burundi
1953-06-01,15.394000000000002,0.212,Andorra
1995-06-01,13.385,0.17,United Kingdom (Europe)
1961-04-01,28.618,0.344,Guinea Bissau
1898-02-01,23.092,1.178,Sudan
1860-02-01,24.022,0.715,Antigua And Barbuda
1897-12-01,15.528,1.932,Macau
1908-02-01,1.3510000000000002,0.743,Turkey
1959-12-01,3.646,0.547,Slovenia
1915-07-01,24.485,0.89,Liberia
2008-03-01,3.8160000000000007,0.802,Tajikistan
1898-06-01,33.472,0.933,Qatar
1897-12-01,25.267,0.823,Philippines
1779-04-01,14.6,3.214,Portugal
1914-02-01,-17.5,2.781,Svalbard And Jan Mayen
2005-11-01,8.658999999999999,0.175,South Korea
1899-05-01,16.128999999999998,0.8009999999999999,Uruguay
1958-03-01,24.851,0.409,Botswana
